Name,Curators Note,Dietary Preference,Link,Must Try,Recommended Time,Tags,Ticket Price,Timings,Trivia
House Of Thoughts,,,"https://www.google.com/maps/place/HOUSE+OF+THOUGHTS/@12.2747191,76.6219798,17z/data=!4m6!3m5!1s0x3baf65f388df82e5:0xe8c429171dacafe!8m2!3d12.274607!4d76.6219791!16s%2Fg%2F11w327h21v?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=b361867a-bb1e-4c8d-8c69-87e1af500aa7",,,Stays,,,
The Windflower Resorts and Spa,,,"https://www.google.com/maps/place/The+Windflower+Resorts+and+Spa+Mysuru/@12.3957069,76.0521205,9z/data=!4m11!3m10!1s0x3baf716607801fb9:0xaede71b0e0139025!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.2920365!4d76.6712128!15sCgp3aW5kZmxvd2VyIgOIAQFaDCIKd2luZGZsb3dlcpIBC2d1ZXN0X2hvdXNl4AEA!16s%2Fg%2F11x1623lx1?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=dde4571a-2f18-4a0c-a922-b84a30623633",,,Stays,,,
"Radiance ",,,"https://www.google.com/maps/place/HOTEL+MYSORE+RADIANCE/@12.2983224,76.6615839,15z/data=!4m10!3m9!1s0x3baf710052800be1:0x8a6ea643e79bd7bc!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3015571!4d76.6775482!16s%2Fg%2F11lp2yxtth?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
"Efkay's home stay ",,,"https://www.google.com/maps/place/EFKAY'S+HOME+STAY/@12.3023292,76.6592165,15.81z/data=!4m10!3m9!1s0x3baf705e85131a79:0x6f1033d41246262f!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3057455!4d76.6693391!16s%2Fg%2F11frs29zjb?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=41b8a3de-9e9a-4d59-96ed-1b957b4291ae",,,Stays,,,
Roopa Elite,,,"https://www.google.com/maps/place/Roopa+Elite/@12.3240356,76.6268799,16.6z/data=!4m10!3m9!1s0x3baf7a93d3554609:0xa871e8bf05179b4!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3239995!4d76.629873!16s%2Fg%2F11c5xcdzfn?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=7f397f5e-0b20-4a61-b49b-e6884d11ea2a",,,Stays,,,
Villa Vani,,,"https://www.google.com/maps/place/Villa+Vani/@12.3279097,76.622361,16z/data=!4m10!3m9!1s0x3baf7b005b8fab25:0x697ed5973e76b786!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3279097!4d76.6293353!16s%2Fg%2F11yc0yw7vs?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=b377e35d-3a3a-4d57-9027-ded261c96998",,,Stays,,,
Radisson Blu Plaza,,,"https://www.google.com/maps/place/Radisson+Blu+Plaza+Hotel,+Mysore/@12.2980327,76.6627908,17z/data=!3m1!5s0x3baf70220e5b524f:0x25517621ae652ba0!4m10!3m9!1s0x3baf70221adef799:0xc44e7d4b78353aa9!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.2980275!4d76.6653657!16s%2Fg%2F1hc28_d_z?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=7d830c0a-6948-4116-a705-74e0bc036c94",,,Stays,,,
The Quorum Hotel,,,"https://www.google.com/maps/place/The+Quorum+Hotel/@12.312174,76.6025242,14z/data=!4m11!3m10!1s0x3baf700c81c16215:0x79af15707635b519!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3121744!4d76.6406329!15sChdsdXh1cnkgaG90ZWxzIGluIG15c29yZSIDoAEBkgEFaG90ZWyqAVMQASoRIg1sdXh1cnkgaG90ZWxzKAAyHxABIhvc3AqpgLMRbaiWtms4N_xbow6Ujt7cPVLXyCUyGxACIhdsdXh1cnkgaG90ZWxzIGluIG15c29yZeABAA!16s%2Fg%2F11b73s7hyb?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=231c4b17-20bb-459b-a60d-a044024c37ec",,,Stays,,,
Southern Star Mysore,,,"https://www.google.com/maps/place/Southern+Star+Mysore/@12.3092342,76.6241096,14z/data=!4m11!3m10!1s0x3baf7a98fac6a4a9:0xbf08f4f99d2672a0!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3116421!4d76.6432697!15sChdsdXh1cnkgaG90ZWxzIGluIG15c29yZSIDoAEBkgEFaG90ZWyqAVMQASoRIg1sdXh1cnkgaG90ZWxzKAAyHxABIhvc3AqpgLMRbaiWtms4N_xbow6Ujt7cPVLXyCUyGxACIhdsdXh1cnkgaG90ZWxzIGluIG15c29yZeABAA!16s%2Fg%2F11_k2bfjy?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=739f526a-61e0-4f24-a411-3cea87b44709",,,Stays,,,
Silent Shores Resort & Spa,,,"https://www.google.com/maps/place/Silent+Shores+Resort+%26+Spa/@12.3461658,76.5437862,14z/data=!4m11!3m10!1s0x3baf7bba8b6cd367:0x629e7103fc96d7ca!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3461658!4d76.581895!15sChdsdXh1cnkgaG90ZWxzIGluIG15c29yZSIDoAEBkgEMcmVzb3J0X2hvdGVsqgFTEAEqESINbHV4dXJ5IGhvdGVscygAMh8QASIb3NwKqYCzEW2olrZrODf8W6MOlI7e3D1S18glMhsQAiIXbHV4dXJ5IGhvdGVscyBpbiBteXNvcmXgAQA!16s%2Fg%2F1tfjjkwy?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=47d5ffdd-3e0e-4016-a01a-e6f0cff52a69",,,Stays,,,
Villa Vani,,,"https://www.google.com/maps/place/Villa+Vani/@12.3280195,76.6292213,17z/data=!4m23!1m12!3m11!1s0x3baf7b005b8fab25:0x697ed5973e76b786!2sVilla+Vani!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3279097!4d76.6293353!10e5!16s%2Fg%2F11yc0yw7vs!3m9!1s0x3baf7b005b8fab25:0x697ed5973e76b786!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3279097!4d76.6293353!16s%2Fg%2F11yc0yw7vs?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Tropicopia,,,"https://www.google.com/maps/place/Tropicopia/@12.3169226,76.6032017,19z/data=!4m19!1m8!3m7!1s0x3baf7ae427ed3259:0x472af94af03e34f4!2sCornucopia!8m2!3d12.3170322!4d76.6030487!10e5!16s%2Fg%2F11b5qwd9fq!3m9!1s0x3baf7b983adf6969:0x41bd51a63d7fb7da!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3168775!4d76.6027549!16s%2Fg%2F11t_rnkn46?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Yogadhaama,,,"https://www.google.com/maps/place/YogaDhaama+-+Yoga+Teachers+Training+and+Retreats/@12.4080866,76.6787776,17z/data=!4m10!3m9!1s0x3baf7aaa26a21be9:0x7e2ff0e2d2ec05e3!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.4080814!4d76.6813525!16s%2Fg%2F11b73vb7bp?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Rustling Nest,,,"https://www.google.com/maps/place/Rustling+Nest/@12.43712,76.6632048,17z/data=!3m1!4b1!4m6!3m5!1s0x3baf7798185493d1:0x2611465d88b628f1!8m2!3d12.43712!4d76.6632048!16s%2Fg%2F11b6j0xz3l?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Sundown,,,"https://www.google.com/maps/place/Sundown+home+stay/@12.4441072,76.5768489,15.9z/data=!4m6!3m5!1s0x3baf789306bbe0e1:0x6491ec20df2a9127!8m2!3d12.4470288!4d76.580194!16s%2Fg%2F11clybtk5s?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Gitanjali Farm,,,"https://www.google.com/maps/place/Gitanjali/@12.2917424,76.6741525,15z/data=!4m14!1m2!2m1!1sgeetanjali+farm!3m10!1s0x3baf6e29561aaf8d:0x3ed1ecb41b81f6e0!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.2917424!4d76.6902867!15sCg9nZWV0YW5qYWxpIGZhcm1aESIPZ2VldGFuamFsaSBmYXJtkgEScHJpdmF0ZV9ndWVzdF9yb29tmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVU52TVRScGRGUm5FQUXgAQD6AQUI6wUQTA!16s%2Fg%2F11cmpg3g58?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Vanasuru Farm,,,"https://www.google.com/maps/place/Vanasuru/@12.2986821,76.6013821,16.31z/data=!4m6!3m5!1s0x3baf7b7ec30ea817:0xf60112f9c3cfbb4c!8m2!3d12.2986403!4d76.6053256!16s%2Fg%2F11ry7kj3dx?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Ava - The Country House,,,"https://www.google.com/maps/place/StayVista+at+Ava+-+The+Country+House+%7C+Private+Villa+with+Pool/@12.3983571,76.7272993,16.46z/data=!4m17!1m5!2m4!1sAva+-+The+Country+House!5m2!5m1!1s2025-12-06!3m10!1s0x3baf77060da1eb93:0x86d26a1cba1cd142!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.399033!4d76.7309807!15sChdBdmEgLSBUaGUgQ291bnRyeSBIb3VzZZIBBXZpbGxh4AEA!16s%2Fg%2F11vpnl25wd?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Shwaas ,,,"https://www.google.com/maps/place/StayVista+at+Shwaas+%7C+Premium+Villa+with+Private+Pool+in+Mysore/@12.4273787,76.7162154,17z/data=!3m1!4b1!4m10!3m9!1s0x3baf77b29426a1bb:0x6509ab59c409f588!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.4273735!4d76.7187903!16s%2Fg%2F11y6p20n3x?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Davey's Townhouse,,,"https://www.google.com/maps/place/Davey's+Townhouse/@12.3867878,76.6248235,15z/data=!4m15!1m8!3m7!1s0x3baf796aea6b5505:0x28c1411cd8b01f80!2sDavey's+Townhouse!8m2!3d12.3868913!4d76.6249496!10e5!16s%2Fg%2F11kpzrgy6_!3m5!1s0x3baf796aea6b5505:0x28c1411cd8b01f80!8m2!3d12.3868913!4d76.6249496!16s%2Fg%2F11kpzrgy6_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
"Hampes ",,,"https://www.google.com/maps/place/Home+stay+Heritage,+Hampes/@12.2939594,76.6451077,17z/data=!4m10!3m9!1s0x3baf71361a3b9539:0x2e1abc2d6ef69052!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.2938097!4d76.6452659!16s%2Fg%2F11t8509m9b?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
"Farmer’s House ","Really good products. Get some for your kitchen. They have a bookstore inside as well called silver fish and a cafe outside. ",,"https://www.google.com/maps/place/Farmer%E2%80%99s+House/@12.3251963,76.6227773,21z/data=!4m6!3m5!1s0x3baf7bff9cc6f375:0xaf25b0a3b0ca1c29!8m2!3d12.3252084!4d76.622735!16s%2Fg%2F11h0g_j3jc?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,"Food, Shopping",,10:30 am–8:30 pm,
"Coco Vault ","Organic chocolate bar made and designed in Mysore. ",,"https://www.google.com/maps/place/Cocoa+Vault/@12.332253,76.6258919,17z/data=!4m14!1m7!3m6!1s0x3baf7b6f17d49a49:0x84c48f205b322e15!2sMinimal+Coffee+Roasters!8m2!3d12.332253!4d76.6284668!16s%2Fg%2F11flkbprsd!3m5!1s0x3baf7a62a812a11d:0xcfcce0a6ab1770c2!8m2!3d12.3349358!4d76.6289814!16s%2Fg%2F11cjvsb3hv?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,Shopping,,9:30 am–1:30 pm and 4–8:30 pm,
No coffee no prana,"They have no coffee. But its very nice to sit here. ",Veg,"https://www.google.com/maps/place/NO+COFFEE+NO+PRANA/@12.3323385,76.6285318,18.96z/data=!4m16!1m8!2m7!1sCoffee!3m5!2sSantosh+Sugas+Hotel!3s0x3baf7a886a5fdd9b:0xefeeb519e82a575c!4m2!1d76.6283554!2d12.3332156!3m6!1s0x3baf7bc0121b2f93:0x8f18fee0f04f37d3!8m2!3d12.3324123!4d76.6290447!15sCgZDb2ZmZWVaCCIGY29mZmVlkgEYdmVnZXRhcmlhbl9jYWZlX2FuZF9kZWxp4AEA!16s%2Fg%2F11t2cmrfgp?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,"Evenings ","Food, Tea",,7:30 am–7 pm and they are closed on tuesdays.,
Vastra,"You get hippie clothes here. ",,"https://www.google.com/maps/place/Vastra+-+The+Yoga+Store/@12.3336186,76.6290083,20.62z/data=!4m15!1m8!2m7!1sCoffee!3m5!2sSantosh+Sugas+Hotel!3s0x3baf7a886a5fdd9b:0xefeeb519e82a575c!4m2!1d76.6283554!2d12.3332156!3m5!1s0x3baf7a8812531401:0xdb5d033e28c75d87!8m2!3d12.3336225!4d76.6293081!16s%2Fg%2F11b6wh0zgx?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,Shopping,,10:30 am–7 pm,
Mulberry Bay,"My best friends mom runs this place. She is a lovely host and a lovely person. You can book this place for long stays as well. ",,"https://www.google.com/maps/place/12%C2%B017'37.8%22N+76%C2%B038'21.6%22E/@12.293836,76.6367451,17z/data=!3m1!4b1!4m4!3m3!8m2!3d12.293836!4d76.63932?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
Drongo Cafe,,non veg,"https://www.google.com/maps/place/Drongo+Cafe/@12.273012,76.6409563,17z/data=!3m1!4b1!4m6!3m5!1s0x3baf6f7502323fbb:0x4f1e3aa3a137487e!8m2!3d12.273012!4d76.6435312!16s%2Fg%2F11rckpcg2d?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,Food,,11:30 am–10:30 pm,
Tusk Restobar,,non veg,"https://www.google.com/maps/place/Tusk+Restobar/@12.2717959,76.6437565,17z/data=!4m14!1m7!3m6!1s0x3baf6f7502323fbb:0x4f1e3aa3a137487e!2sDrongo+Cafe!8m2!3d12.273012!4d76.6435312!16s%2Fg%2F11rckpcg2d!3m5!1s0x3baf6f63e1cbd013:0x4a2f9a7dd8c6ae94!8m2!3d12.268146!4d76.6448196!16s%2Fg%2F11tmv3dn5c?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,"Drinks, Food",,12–11 pm,
The Loft,,Veg,"https://www.google.com/maps/place/The+Loft+by+Westend+Coffee+Co./@12.2863913,76.6211148,18.23z/data=!4m16!1m8!2m7!1sCoffee!3m5!2sTusk+Restobar!3s0x3baf6f63e1cbd013:0x4a2f9a7dd8c6ae94!4m2!1d76.6448196!2d12.268146!3m6!1s0x3baf65b7d9b50565:0xad0dc3bd7976fe2a!8m2!3d12.2873174!4d76.6224956!15sCgZDb2ZmZWVaCCIGY29mZmVlkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11v_5lmy4_?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,"Coffee, Food",,"10:30 am–9 pm and they are closed on Mondays. ",
Sitara,,non veg,"https://www.google.com/maps/place/Sitara+Rooftop+Cafe/@12.2940505,76.6456696,20.35z/data=!4m15!1m8!3m7!1s0x3baf71ae6938a3e3:0xfdfc3e56bdcac602!2sSitara+Rooftop+Cafe!8m2!3d12.2940781!4d76.6455057!10e5!16s%2Fg%2F11vpr2sfbd!3m5!1s0x3baf71ae6938a3e3:0xfdfc3e56bdcac602!8m2!3d12.2940781!4d76.6455057!16s%2Fg%2F11vpr2sfbd?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,Food,,9 am–10 pm,
Sarva’s Cafe,"The bowls are great. ",Veg,"https://www.google.com/maps/place/SARVA%E2%80%99S+Cafe/@12.3045804,76.6274883,17z/data=!4m10!1m2!2m1!1scafe!3m6!1s0x3baf7b00053d04b9:0xd90b385b551b5042!8m2!3d12.3045804!4d76.6321377!15sCgRjYWZlWgYiBGNhZmWSAQRjYWZl4AEA!16s%2Fg%2F11zhmh_d8t?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,"Coffee, Food",,10 am–10 pm,
Cucina Fesca,,non veg,"https://www.google.com/maps/place/Cucina+Fresca+-+Italian+Joint/@12.3021489,76.626914,17z/data=!4m11!1m2!2m1!1sRestaurants!3m7!1s0x3baf7b8f1d1e5739:0xe2f55b5a6f2aaac1!8m2!3d12.3023381!4d76.6314109!10e9!15sCgtSZXN0YXVyYW50c1oNIgtyZXN0YXVyYW50c5IBEml0YWxpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11t3g_g7m2?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,Food,,"12:30–10 pm and they are closed on Tuesdays. ",
Neon Castle,"The ramen is nice. ",non veg,"https://www.google.com/maps/place/Neon+Castle/@12.3206555,76.620739,15.26z/data=!4m10!1m2!2m1!1sRestaurants!3m6!1s0x3baf70043c6c3b99:0xed456680e328401b!8m2!3d12.3255607!4d76.6308437!15sCgtSZXN0YXVyYW50c1oNIgtyZXN0YXVyYW50c5IBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11dxdglkx9?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,Food,,12–10:30 pm,
The Barge,,non veg,"https://www.google.com/maps/place/The+Barge/@12.3529082,76.6169186,3a,75y,90t/data=!3m8!1e2!3m6!1sCIABIhC_w21JNNjMkZqo2kxeRMW3!2e10!3e12!6shttps:%2F%2Flh3.googleusercontent.com%2Fgps-cs-s%2FAG0ilSynewrKL6yGxkRo1q68IqnNiBKwr2skW3avz_d4P0R1taDuPRXELKRH-TXVS5-Terp2DO_KI5hZtUipo8iub_sK669_pkE9TouNyql2XBrjpJtrHKZ-V1E9h1pS1gpQh4XRZe3GRLLGZk4%3Dw114-h86-k-no!7i4000!8i3000!4m10!1m2!2m1!1sRestaurants!3m6!1s0x3baf7a4125886705:0x238edb0ca64cdf61!8m2!3d12.3529616!4d76.6171247!10e5!16s%2Fg%2F11dx93xvf1?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,"Drinks, Food",,11:30 am–11:30 pm,
Gokulam Guest House,"Really nice hosts. They gave me a card when i left and i still have it. It was lovely. ",,"https://www.google.com/maps/place/Gokulam+Guest+House+(Mysuru)/@12.3294384,76.6292226,18z/data=!4m13!1m2!2m1!1sRestaurants!3m9!1s0x3baf7a86750b1c61:0xeef85d535b66f50c!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3294384!4d76.6313311!16s%2Fg%2F11gh2vsm5c?entry=ttu&g_ep=EgoyMDI1MTIwMS4wIKXMDSoASAFQAw%3D%3D",,,Stays,,,
